dia,data_iso,intensidade_gco2_kwh,emissoes_kt,producao_gwh,consumo_gwh,saldo_importador_gwh,bombagem_gwh,importacao_perc_consumo,intensidade_min,intensidade_max
11/04/2023,2023-04-11,69.9,7.0,99.89,133.5,44.07,10.12,33.09,55.0,84.5
12/04/2023,2023-04-12,61.1,6.4,104.13,138.17,50.83,16.41,37.17,48.1,71.7
13/04/2023,2023-04-13,64.5,6.9,106.58,137.58,44.13,12.78,32.28,53.4,78.6
14/04/2023,2023-04-14,66.4,7.6,114.36,140.38,48.21,21.78,34.36,50.5,94.2
15/04/2023,2023-04-15,62.7,5.4,85.51,119.74,57.66,23.0,48.16,47.1,74.3
16/04/2023,2023-04-16,64.8,5.4,83.64,110.69,46.08,18.64,41.63,51.4,88.7
17/04/2023,2023-04-17,130.1,13.1,100.87,132.36,38.54,6.78,29.79,81.1,186.4
18/04/2023,2023-04-18,176.4,18.6,105.42,134.82,36.52,6.87,28.5,118.7,323.9
19/04/2023,2023-04-19,257.7,27.3,105.98,135.53,37.94,8.2,28.58,180.4,397.3
20/04/2023,2023-04-20,262.1,29.2,111.44,134.61,29.31,5.96,22.82,181.6,355.2
21/04/2023,2023-04-21,219.8,23.8,108.34,139.91,41.69,9.88,30.82,134.6,348.7
22/04/2023,2023-04-22,138.9,11.7,84.41,117.05,40.38,7.45,34.52,89.8,238.0
23/04/2023,2023-04-23,79.9,6.7,83.58,110.63,44.7,17.19,40.4,59.2,191.3
24/04/2023,2023-04-24,242.0,21.3,88.2,123.43,43.98,8.53,35.63,189.3,309.4
25/04/2023,2023-04-25,237.9,21.3,89.47,113.26,36.52,12.49,33.21,180.4,365.6
26/04/2023,2023-04-26,277.7,26.6,95.89,131.89,39.42,3.19,30.32,178.1,417.3
27/04/2023,2023-04-27,275.6,24.7,89.66,136.29,50.48,3.58,37.12,186.7,432.9
28/04/2023,2023-04-28,251.1,25.4,101.22,135.35,40.45,6.11,30.4,155.0,373.0
29/04/2023,2023-04-29,154.2,14.6,94.99,118.77,32.97,8.9,27.76,78.9,264.6
30/04/2023,2023-04-30,80.1,5.6,69.39,107.9,52.86,13.96,48.99,67.1,113.4
01/05/2023,2023-05-01,179.5,13.6,75.53,109.26,47.26,13.22,43.26,125.1,332.9
02/05/2023,2023-05-02,252.5,24.6,97.59,131.61,40.51,6.29,30.78,189.9,380.0
03/05/2023,2023-05-03,161.0,19.4,120.47,138.03,29.77,11.88,23.11,97.3,262.1
04/05/2023,2023-05-04,187.3,20.8,111.15,136.21,40.39,15.05,30.24,131.0,276.7
05/05/2023,2023-05-05,252.6,26.7,105.71,134.21,32.51,3.81,24.57,168.6,340.2
06/05/2023,2023-05-06,217.7,18.8,86.2,118.43,42.39,9.89,35.79,145.6,321.6
07/05/2023,2023-05-07,141.7,10.6,74.91,108.87,51.78,17.44,47.56,71.8,206.4
08/05/2023,2023-05-08,174.1,16.8,96.29,131.46,43.28,7.85,33.09,116.0,246.5
09/05/2023,2023-05-09,135.3,17.1,126.69,136.93,20.55,10.06,16.9,91.1,205.6
10/05/2023,2023-05-10,92.9,10.4,111.59,133.65,34.23,11.82,26.19,60.1,124.4
11/05/2023,2023-05-11,95.1,11.7,122.54,133.47,27.95,16.69,21.94,73.9,108.9
12/05/2023,2023-05-12,80.8,9.5,117.64,131.67,27.62,13.23,22.27,51.4,127.5
13/05/2023,2023-05-13,64.9,5.4,82.96,116.28,46.64,12.97,40.11,53.3,81.1
14/05/2023,2023-05-14,75.6,5.3,70.3,108.49,51.79,13.22,47.74,53.1,92.8
15/05/2023,2023-05-15,78.5,6.1,77.74,130.55,62.78,9.61,48.09,59.6,95.7
16/05/2023,2023-05-16,75.7,6.0,79.8,134.49,66.4,11.38,49.37,59.6,100.1
17/05/2023,2023-05-17,61.7,6.4,103.29,134.65,49.61,17.92,36.84,46.7,84.9
18/05/2023,2023-05-18,61.6,6.6,107.21,133.07,40.34,14.14,31.03,46.9,72.8
19/05/2023,2023-05-19,64.6,6.6,102.01,134.8,45.33,12.23,33.63,51.8,88.7
20/05/2023,2023-05-20,64.9,5.6,86.91,118.24,45.42,13.8,38.42,53.7,91.5
21/05/2023,2023-05-21,74.5,5.3,71.69,109.52,51.26,13.1,46.8,61.7,109.9
22/05/2023,2023-05-22,168.8,13.9,82.38,132.04,54.08,4.18,40.96,102.2,216.2
23/05/2023,2023-05-23,163.0,15.8,96.66,135.65,49.1,9.86,36.2,128.5,229.5
24/05/2023,2023-05-24,188.7,16.7,88.4,135.83,51.28,3.63,37.79,146.9,284.6
25/05/2023,2023-05-25,119.1,9.5,80.05,136.79,68.27,11.2,49.91,77.5,255.0
26/05/2023,2023-05-26,86.0,9.7,112.89,136.16,39.55,15.91,29.05,53.2,133.6
27/05/2023,2023-05-27,174.9,12.4,70.85,118.16,56.15,8.54,47.52,133.0,246.6
28/05/2023,2023-05-28,198.9,14.3,72.01,111.67,55.4,15.39,49.61,128.7,301.7
29/05/2023,2023-05-29,298.2,30.0,100.45,134.31,45.44,11.35,33.83,203.2,361.2
30/05/2023,2023-05-30,309.5,33.1,106.83,137.05,41.99,11.61,30.78,238.1,415.9
31/05/2023,2023-05-31,309.2,32.0,103.36,136.68,38.83,5.35,28.97,209.9,419.6
01/06/2023,2023-06-01,281.4,32.3,114.91,136.13,23.85,2.52,19.52,211.1,387.8
02/06/2023,2023-06-02,278.9,31.0,111.12,134.73,26.93,3.2,20.27,214.4,320.6
03/06/2023,2023-06-03,274.0,23.3,85.21,118.11,40.18,7.07,34.02,185.7,371.8
04/06/2023,2023-06-04,239.5,17.3,72.34,110.07,50.45,12.37,45.83,188.4,336.2
05/06/2023,2023-06-05,267.3,28.0,104.67,133.06,34.46,5.89,27.51,194.8,394.5
06/06/2023,2023-06-06,226.6,27.0,119.28,140.72,25.53,3.93,21.2,169.4,309.9
07/06/2023,2023-06-07,202.0,28.2,139.53,139.98,3.9,3.3,9.51,140.9,325.6
08/06/2023,2023-06-08,110.2,14.6,132.13,118.33,-7.75,5.78,6.43,89.6,144.4
09/06/2023,2023-06-09,112.1,12.7,113.48,125.2,20.17,8.15,19.95,89.6,150.2
10/06/2023,2023-06-10,133.8,10.2,76.31,112.98,44.38,7.41,40.53,83.6,211.5
11/06/2023,2023-06-11,118.3,8.0,67.21,108.86,51.18,9.15,47.22,82.6,250.5
12/06/2023,2023-06-12,240.3,27.0,112.4,131.58,25.96,6.58,22.71,156.4,372.9
13/06/2023,2023-06-13,205.9,25.9,125.88,134.78,19.33,10.19,17.32,154.2,303.9
14/06/2023,2023-06-14,190.8,20.8,109.26,138.31,35.18,5.87,27.07,136.2,257.4
15/06/2023,2023-06-15,217.0,24.3,111.78,142.13,35.82,5.19,29.31,151.3,317.3
16/06/2023,2023-06-16,219.1,27.0,123.34,144.55,29.44,7.98,25.67,151.7,318.4
17/06/2023,2023-06-17,188.9,20.7,109.48,124.0,24.48,9.68,23.86,131.5,267.5
18/06/2023,2023-06-18,180.2,13.7,75.81,115.09,54.42,14.73,47.92,135.9,334.4
19/06/2023,2023-06-19,250.8,26.5,105.59,138.68,39.89,6.59,30.67,142.7,392.2
20/06/2023,2023-06-20,267.2,26.9,100.68,138.66,46.08,7.9,33.23,183.0,335.1
21/06/2023,2023-06-21,247.3,26.2,106.15,139.28,34.23,0.94,26.67,140.8,363.3
22/06/2023,2023-06-22,250.8,25.9,103.32,140.63,42.24,4.74,30.1,190.8,330.9
23/06/2023,2023-06-23,239.3,22.6,94.62,142.95,49.52,1.01,34.64,183.7,322.6
24/06/2023,2023-06-24,144.3,11.4,79.35,126.06,58.4,11.34,46.33,88.5,261.9
25/06/2023,2023-06-25,137.8,10.3,74.75,120.86,55.57,9.13,45.98,78.6,229.6
26/06/2023,2023-06-26,141.0,11.8,84.04,147.28,70.16,6.61,47.63,107.6,176.4
27/06/2023,2023-06-27,180.5,17.5,97.14,151.51,57.44,2.83,37.91,127.6,224.3
28/06/2023,2023-06-28,204.9,25.0,121.91,153.45,36.98,5.24,24.77,149.6,244.2
29/06/2023,2023-06-29,172.4,22.5,130.79,147.04,29.43,12.92,20.27,131.6,235.4
30/06/2023,2023-06-30,173.7,20.5,118.03,144.08,38.91,12.6,27.56,146.9,202.7
01/07/2023,2023-07-01,169.6,13.8,81.46,127.38,57.52,11.29,45.16,129.4,195.1
02/07/2023,2023-07-02,154.4,10.7,69.2,122.0,64.51,11.35,52.88,127.9,203.7
03/07/2023,2023-07-03,230.6,26.1,113.2,144.38,37.81,6.41,28.03,158.0,343.9
04/07/2023,2023-07-04,234.0,29.2,124.91,146.76,33.28,11.2,22.89,184.8,268.5
05/07/2023,2023-07-05,248.9,30.0,120.52,145.57,28.96,3.73,20.58,174.6,324.7
06/07/2023,2023-07-06,242.9,29.3,120.5,144.38,25.4,1.33,18.57,185.5,311.9
07/07/2023,2023-07-07,232.2,25.3,109.07,143.13,47.14,12.82,32.94,156.9,368.0
08/07/2023,2023-07-08,210.3,19.1,91.0,125.36,45.3,10.68,36.14,157.9,291.0
09/07/2023,2023-07-09,194.4,17.7,91.08,114.34,35.38,11.81,32.58,153.5,265.0
10/07/2023,2023-07-10,266.9,32.0,119.93,137.36,24.35,6.74,21.85,191.6,324.8
11/07/2023,2023-07-11,250.1,32.4,129.41,142.71,19.23,5.74,14.54,180.9,324.7
12/07/2023,2023-07-12,247.8,32.7,132.08,144.95,21.38,8.32,17.35,185.1,289.0
13/07/2023,2023-07-13,283.2,32.7,115.49,144.36,46.19,17.08,32.05,205.5,322.8
14/07/2023,2023-07-14,185.7,17.8,95.98,145.68,60.65,10.58,41.63,119.0,291.7
15/07/2023,2023-07-15,104.6,9.3,88.85,123.7,45.56,10.32,36.83,76.4,151.9
16/07/2023,2023-07-16,108.8,8.8,80.8,111.43,41.68,10.69,37.41,80.1,196.3
17/07/2023,2023-07-17,222.2,22.0,99.15,137.02,48.34,10.21,35.28,171.5,269.2
18/07/2023,2023-07-18,268.2,28.3,105.36,142.58,43.96,6.52,31.1,176.6,340.6
19/07/2023,2023-07-19,266.5,28.2,105.98,142.93,40.09,2.96,28.18,182.2,383.0
20/07/2023,2023-07-20,206.3,26.3,127.64,142.34,26.76,11.82,19.84,161.6,264.4
21/07/2023,2023-07-21,204.8,21.6,105.26,140.89,47.43,11.54,33.71,177.3,255.1
22/07/2023,2023-07-22,203.2,19.9,97.72,120.85,34.27,10.84,28.85,147.3,268.3
23/07/2023,2023-07-23,149.8,14.0,93.13,112.54,36.74,16.95,33.5,65.0,269.0
24/07/2023,2023-07-24,195.6,24.1,123.12,136.51,27.03,13.37,20.17,149.5,234.5
25/07/2023,2023-07-25,206.4,24.0,116.3,137.75,30.08,8.4,22.15,169.3,254.1
26/07/2023,2023-07-26,221.8,26.3,118.65,141.44,30.59,7.61,23.46,166.7,262.1
27/07/2023,2023-07-27,201.3,23.3,115.88,142.64,33.36,6.36,24.06,160.4,276.6
28/07/2023,2023-07-28,205.7,23.0,111.66,141.27,39.0,9.15,27.93,148.5,271.4
29/07/2023,2023-07-29,199.3,18.4,92.07,125.51,40.29,6.56,32.1,134.4,296.3
30/07/2023,2023-07-30,144.4,12.3,84.92,114.57,43.37,13.31,37.95,71.2,248.9
31/07/2023,2023-07-31,176.0,19.9,112.99,134.89,37.67,15.46,27.93,123.2,239.6
01/08/2023,2023-08-01,149.7,18.0,120.52,144.39,38.35,14.16,26.75,114.3,184.7
02/08/2023,2023-08-02,92.8,10.4,112.59,145.24,43.98,10.94,30.98,70.4,133.9
03/08/2023,2023-08-03,69.3,8.1,116.83,136.59,33.61,13.46,24.98,49.7,106.1
04/08/2023,2023-08-04,94.0,10.5,111.6,135.42,31.14,7.0,24.4,62.4,173.7
05/08/2023,2023-08-05,160.6,12.4,77.24,124.97,54.89,6.85,43.92,115.2,256.0
06/08/2023,2023-08-06,92.7,5.9,63.53,122.27,70.37,11.24,57.56,77.4,151.4
07/08/2023,2023-08-07,200.1,20.3,101.58,142.88,48.73,7.18,34.1,154.1,277.9
08/08/2023,2023-08-08,227.8,24.9,109.24,145.7,45.12,8.38,31.04,189.9,327.7
09/08/2023,2023-08-09,253.2,27.9,110.02,142.07,42.79,10.52,30.75,187.3,323.3
10/08/2023,2023-08-10,260.7,28.0,107.58,138.28,38.0,7.1,28.0,182.8,348.9
11/08/2023,2023-08-11,227.3,29.3,128.95,139.98,21.53,10.3,19.97,166.4,302.7
12/08/2023,2023-08-12,175.7,19.2,109.28,124.91,28.02,12.1,24.19,120.7,260.9
13/08/2023,2023-08-13,136.9,12.5,91.45,113.58,37.82,15.34,33.78,74.0,226.0
14/08/2023,2023-08-14,177.4,17.4,98.27,121.93,33.66,9.73,27.91,142.8,219.2
15/08/2023,2023-08-15,163.3,13.3,81.67,115.43,45.56,11.45,39.9,128.1,243.9
16/08/2023,2023-08-16,211.4,19.9,94.12,125.4,43.54,11.89,34.72,168.9,271.7
17/08/2023,2023-08-17,235.0,25.2,107.23,128.69,35.6,13.89,27.99,174.7,321.5
18/08/2023,2023-08-18,215.2,22.4,104.0,129.58,40.02,14.17,31.27,143.2,352.2
19/08/2023,2023-08-19,200.2,18.0,89.69,122.98,42.85,9.27,34.86,131.7,318.3
20/08/2023,2023-08-20,202.8,15.6,77.09,117.65,53.97,13.1,45.87,132.3,326.0
21/08/2023,2023-08-21,250.8,25.2,100.41,136.34,41.78,5.59,30.66,155.7,347.3
22/08/2023,2023-08-22,255.4,27.9,109.39,144.41,37.89,2.69,26.38,198.3,380.5
23/08/2023,2023-08-23,285.7,33.2,116.07,146.44,37.71,7.13,26.79,203.0,382.6
24/08/2023,2023-08-24,290.8,30.7,105.7,142.72,39.62,2.38,27.78,178.8,417.3
25/08/2023,2023-08-25,254.5,28.0,110.09,139.61,32.59,2.84,23.41,194.1,335.3
26/08/2023,2023-08-26,148.0,16.9,114.14,122.25,18.03,9.61,17.43,74.3,277.1
27/08/2023,2023-08-27,79.5,8.3,104.24,112.96,36.95,27.77,32.74,54.3,144.9
28/08/2023,2023-08-28,100.8,9.5,94.11,130.37,49.34,12.69,37.85,61.1,147.8
29/08/2023,2023-08-29,130.6,15.0,114.46,135.21,32.06,10.96,25.12,80.8,190.9
30/08/2023,2023-08-30,177.7,18.9,106.31,134.96,33.16,4.2,24.59,103.9,244.9
31/08/2023,2023-08-31,246.8,24.5,99.12,137.15,46.95,8.65,34.23,196.3,310.1
01/09/2023,2023-09-01,251.4,25.9,102.92,136.37,37.84,4.18,27.75,187.3,342.9
02/09/2023,2023-09-02,240.0,22.0,91.76,120.76,39.95,10.64,33.08,88.9,354.8
03/09/2023,2023-09-03,58.8,5.0,84.41,115.29,53.36,22.04,46.28,42.6,92.5
04/09/2023,2023-09-04,130.7,17.7,135.64,136.94,17.64,16.03,15.77,93.8,164.6
05/09/2023,2023-09-05,185.5,24.1,130.02,140.76,24.75,13.77,21.42,152.4,284.9
06/09/2023,2023-09-06,245.6,26.7,108.82,140.54,39.64,7.72,29.0,169.5,319.2
07/09/2023,2023-09-07,238.7,28.1,117.61,141.92,29.07,4.59,22.51,163.4,348.4
08/09/2023,2023-09-08,233.9,26.3,112.5,143.68,39.53,8.15,29.0,163.4,344.9
09/09/2023,2023-09-09,209.7,17.7,84.63,122.55,50.61,12.38,41.29,131.8,326.5
10/09/2023,2023-09-10,235.2,13.8,58.8,115.74,68.03,10.77,58.78,145.8,352.2
11/09/2023,2023-09-11,285.0,29.2,102.36,137.32,40.32,5.16,30.5,178.7,437.6
12/09/2023,2023-09-12,274.3,28.1,102.29,139.75,47.01,9.33,34.48,181.2,398.8
13/09/2023,2023-09-13,261.6,28.3,108.09,140.75,47.99,15.08,35.17,177.5,321.9
14/09/2023,2023-09-14,261.3,28.4,108.68,143.81,45.74,10.38,32.72,163.1,344.8
15/09/2023,2023-09-15,257.4,28.1,109.2,141.37,40.68,8.28,28.97,181.5,380.4
16/09/2023,2023-09-16,183.3,20.4,111.18,122.49,19.71,8.11,17.32,109.4,288.6
17/09/2023,2023-09-17,60.6,6.9,114.55,114.51,20.7,20.33,18.82,42.6,135.4
18/09/2023,2023-09-18,258.7,26.9,104.04,133.61,34.61,4.82,27.23,151.4,385.8
19/09/2023,2023-09-19,297.3,27.4,92.15,136.09,55.26,11.06,40.61,184.0,426.8
20/09/2023,2023-09-20,202.9,21.3,105.04,138.83,47.87,13.79,34.48,91.0,374.2
21/09/2023,2023-09-21,102.4,12.6,122.97,139.22,30.47,13.86,24.55,70.4,193.4
22/09/2023,2023-09-22,157.8,14.8,93.83,135.44,56.09,14.17,42.49,104.2,226.0
23/09/2023,2023-09-23,164.7,12.9,78.48,116.84,50.55,11.86,43.6,92.5,284.6
24/09/2023,2023-09-24,136.2,9.6,70.27,109.89,63.02,23.0,57.35,81.3,244.5
25/09/2023,2023-09-25,234.4,21.0,89.67,132.59,50.98,7.82,38.54,153.4,348.1
26/09/2023,2023-09-26,228.7,23.2,101.29,138.59,43.87,6.37,34.47,132.8,338.0
27/09/2023,2023-09-27,194.9,18.9,97.21,137.67,47.4,6.67,35.68,124.4,277.0
28/09/2023,2023-09-28,193.5,17.8,91.88,139.11,50.67,3.19,37.41,128.0,319.4
29/09/2023,2023-09-29,214.4,19.7,91.94,140.9,55.68,6.46,39.63,152.0,333.8
30/09/2023,2023-09-30,156.1,13.9,88.8,125.35,49.3,12.42,39.66,103.9,226.6
01/10/2023,2023-10-01,142.2,10.5,73.59,115.42,56.99,14.84,49.38,78.9,237.4
02/10/2023,2023-10-02,202.0,21.1,104.53,137.54,48.82,15.57,36.19,129.6,320.2
03/10/2023,2023-10-03,254.8,21.8,85.44,141.64,65.35,8.94,46.14,178.5,355.2
04/10/2023,2023-10-04,251.7,23.2,92.2,140.18,57.54,9.32,41.05,166.1,369.0
05/10/2023,2023-10-05,256.0,23.8,93.11,120.6,40.18,12.4,36.6,148.8,399.0
06/10/2023,2023-10-06,228.2,22.7,99.33,130.61,46.33,14.77,36.38,142.9,381.3
07/10/2023,2023-10-07,198.5,20.4,102.96,120.55,31.3,13.42,27.52,137.8,282.7
08/10/2023,2023-10-08,214.7,20.0,93.11,114.85,31.19,9.17,28.04,153.2,374.2
09/10/2023,2023-10-09,255.0,29.5,115.62,138.84,26.85,3.43,23.67,170.1,368.9
10/10/2023,2023-10-10,260.1,29.2,112.25,142.53,39.69,9.22,29.08,185.7,347.5
11/10/2023,2023-10-11,245.3,29.3,119.3,142.33,25.62,2.4,20.42,193.1,317.3
12/10/2023,2023-10-12,229.1,24.9,108.48,143.04,41.89,7.07,30.12,140.8,390.4
13/10/2023,2023-10-13,165.1,19.9,120.49,144.76,39.86,15.31,31.09,113.3,226.8
14/10/2023,2023-10-14,208.1,20.8,100.01,122.03,27.91,5.64,24.91,145.0,296.2
15/10/2023,2023-10-15,137.7,12.1,88.0,116.39,37.94,9.26,34.34,82.0,243.1
16/10/2023,2023-10-16,138.8,20.8,149.95,140.6,-5.33,3.78,10.19,94.8,244.5
17/10/2023,2023-10-17,61.4,9.9,161.35,146.03,0.82,15.76,10.47,42.2,90.9
18/10/2023,2023-10-18,41.1,5.8,142.29,143.15,20.07,18.82,19.3,33.4,49.5
19/10/2023,2023-10-19,37.2,5.9,158.6,144.96,1.02,14.33,6.21,34.6,41.5
20/10/2023,2023-10-20,39.3,6.0,153.17,138.84,16.0,29.93,14.03,31.2,55.2
21/10/2023,2023-10-21,92.5,8.4,90.38,121.55,40.95,9.5,38.15,53.5,140.7
22/10/2023,2023-10-22,65.2,6.6,100.83,113.43,21.34,8.41,19.59,48.1,192.3
23/10/2023,2023-10-23,156.7,19.2,122.76,135.38,16.79,3.94,20.18,111.1,213.9
24/10/2023,2023-10-24,68.0,9.0,132.93,147.79,31.06,15.78,23.24,40.9,223.5
25/10/2023,2023-10-25,43.1,6.0,139.19,148.13,29.43,20.04,21.63,35.2,47.4
26/10/2023,2023-10-26,38.7,5.9,153.33,148.0,11.23,16.17,10.67,35.2,44.7
27/10/2023,2023-10-27,43.7,7.2,165.52,144.35,-15.72,5.15,0.87,32.7,63.5
28/10/2023,2023-10-28,33.5,5.8,172.97,128.68,-41.78,2.21,0.0,29.2,36.5
29/10/2023,2023-10-29,35.0,5.5,157.35,126.62,-22.57,7.84,0.13,29.3,42.0
30/10/2023,2023-10-30,42.6,6.4,150.35,140.27,-3.89,5.88,8.32,33.0,54.8
31/10/2023,2023-10-31,57.7,10.0,173.34,144.02,-29.03,0.0,1.4,36.7,72.9
01/11/2023,2023-11-01,36.2,6.1,169.5,126.33,-31.22,11.6,0.54,31.7,45.1
02/11/2023,2023-11-02,36.1,6.8,188.24,145.29,-31.46,11.15,0.0,34.2,38.2
03/11/2023,2023-11-03,36.1,7.0,194.24,147.51,-44.09,2.34,0.0,33.2,39.0
04/11/2023,2023-11-04,31.3,6.4,205.51,131.07,-71.2,2.94,0.0,29.6,32.8
05/11/2023,2023-11-05,36.6,6.0,163.83,120.88,-27.84,14.74,0.75,32.7,42.7
06/11/2023,2023-11-06,57.4,9.3,162.88,144.5,-16.17,1.91,1.59,37.1,95.2
07/11/2023,2023-11-07,95.1,17.0,178.97,151.06,-23.87,3.8,1.3,36.5,156.4
08/11/2023,2023-11-08,77.1,15.7,204.06,157.83,-42.75,3.22,0.0,53.8,98.9
09/11/2023,2023-11-09,76.1,12.9,169.54,152.01,-7.83,9.42,8.22,48.0,121.2
10/11/2023,2023-11-10,48.1,7.4,153.1,153.07,21.69,21.35,19.88,40.5,57.1
11/11/2023,2023-11-11,40.6,5.9,144.45,133.57,12.82,23.31,9.72,38.2,43.2
12/11/2023,2023-11-12,56.2,7.6,135.19,123.85,-2.32,8.69,9.42,39.6,76.6
13/11/2023,2023-11-13,61.2,9.8,160.34,145.32,-12.58,2.16,4.33,41.0,90.2
14/11/2023,2023-11-14,89.5,13.8,153.92,148.97,0.9,5.56,7.93,39.4,133.2
15/11/2023,2023-11-15,123.7,19.7,159.46,149.31,-8.22,1.72,2.7,100.5,147.2
16/11/2023,2023-11-16,143.2,23.2,162.07,149.13,-10.34,2.36,2.99,125.0,189.1
17/11/2023,2023-11-17,162.2,26.2,161.44,145.53,-4.11,11.54,9.49,126.2,199.0
18/11/2023,2023-11-18,124.4,16.2,130.25,128.47,14.98,16.47,13.44,66.5,148.8
19/11/2023,2023-11-19,103.9,11.4,109.65,119.62,29.07,18.76,27.46,59.2,182.2
20/11/2023,2023-11-20,124.3,18.4,147.67,144.65,5.79,8.54,11.5,47.2,175.7
21/11/2023,2023-11-21,49.7,6.6,132.84,149.41,24.13,7.24,16.67,42.9,64.3
22/11/2023,2023-11-22,57.6,7.8,135.68,151.27,25.44,9.52,18.44,40.7,77.1
23/11/2023,2023-11-23,63.9,9.0,140.83,152.38,22.56,10.67,17.72,37.9,98.6
24/11/2023,2023-11-24,85.5,10.8,126.5,152.94,37.3,10.54,26.0,46.0,117.1
25/11/2023,2023-11-25,133.6,18.0,134.65,135.9,10.83,9.32,14.96,110.1,179.9
26/11/2023,2023-11-26,175.5,23.1,131.36,131.84,6.26,5.54,10.22,139.4,263.0
27/11/2023,2023-11-27,143.3,19.2,134.18,156.73,27.65,4.88,18.77,112.2,199.9
28/11/2023,2023-11-28,184.0,30.5,165.96,158.89,-0.02,6.88,8.83,151.7,231.7
29/11/2023,2023-11-29,101.3,17.2,169.45,158.35,-4.76,6.06,4.81,82.4,141.3
30/11/2023,2023-11-30,130.0,19.5,150.28,158.35,18.74,10.39,13.46,108.9,150.9
01/12/2023,2023-12-01,125.6,17.5,139.53,138.59,12.92,13.54,14.81,103.8,160.3
02/12/2023,2023-12-02,122.6,14.7,120.0,135.18,26.68,11.23,23.75,96.8,160.1
03/12/2023,2023-12-03,51.0,7.0,137.9,138.89,13.33,11.98,14.49,37.7,105.6
04/12/2023,2023-12-04,86.0,13.9,161.63,159.77,14.88,16.4,13.65,45.1,158.3
05/12/2023,2023-12-05,146.0,31.8,217.83,172.08,-39.88,5.67,4.48,133.4,160.7
06/12/2023,2023-12-06,144.5,24.8,171.68,172.16,0.86,0.18,5.5,88.2,168.6
07/12/2023,2023-12-07,90.4,17.5,193.09,173.38,-17.2,2.26,0.89,37.9,113.6
08/12/2023,2023-12-08,57.5,8.2,142.28,142.18,21.5,21.22,19.04,37.2,79.7
09/12/2023,2023-12-09,55.8,7.9,141.79,139.49,14.78,16.73,14.62,41.6,83.7
10/12/2023,2023-12-10,51.3,6.0,117.13,132.05,28.06,12.79,23.14,40.8,68.2
11/12/2023,2023-12-11,101.5,16.9,167.01,153.66,-3.5,9.56,13.35,62.6,126.0
12/12/2023,2023-12-12,54.6,7.9,145.06,160.72,25.45,9.46,17.3,42.4,93.0
13/12/2023,2023-12-13,47.6,7.2,151.37,159.53,31.29,22.75,19.8,43.3,52.9
14/12/2023,2023-12-14,80.4,11.8,146.36,160.68,27.95,13.28,20.78,43.6,128.2
15/12/2023,2023-12-15,62.0,10.2,163.85,160.16,7.72,11.08,13.28,38.6,107.1
16/12/2023,2023-12-16,76.7,11.7,153.1,141.31,-0.3,11.17,5.44,53.8,117.0
17/12/2023,2023-12-17,99.0,11.8,119.14,137.75,31.69,12.74,24.69,54.5,152.5
18/12/2023,2023-12-18,163.6,26.2,160.37,167.02,14.23,7.34,14.21,112.2,216.1
19/12/2023,2023-12-19,109.6,16.6,151.07,174.89,26.02,1.91,16.86,53.3,174.7
20/12/2023,2023-12-20,51.3,7.6,148.62,169.49,31.59,10.38,21.06,41.2,61.9
21/12/2023,2023-12-21,55.2,7.0,126.18,165.81,55.2,15.2,33.34,44.6,69.6
22/12/2023,2023-12-22,60.1,7.4,122.54,158.99,55.16,18.32,35.4,48.3,76.4
23/12/2023,2023-12-23,65.3,6.5,99.84,143.52,59.19,15.16,41.24,47.6,87.2
24/12/2023,2023-12-24,93.6,8.4,89.25,134.69,54.4,8.61,40.91,65.7,157.5
25/12/2023,2023-12-25,94.1,6.8,72.71,126.16,63.08,9.32,50.01,67.6,144.0
26/12/2023,2023-12-26,102.6,11.2,108.92,146.86,44.01,5.78,30.99,60.4,152.1
27/12/2023,2023-12-27,106.9,14.3,133.54,160.19,38.4,11.42,26.91,71.0,136.8
28/12/2023,2023-12-28,110.8,17.3,155.78,158.94,7.44,3.99,11.98,73.0,142.0
29/12/2023,2023-12-29,130.8,17.9,137.18,155.74,20.98,2.17,15.29,98.6,165.1
30/12/2023,2023-12-30,73.1,7.7,104.73,143.06,49.37,10.69,34.77,52.8,141.9
31/12/2023,2023-12-31,65.0,6.4,97.88,135.08,60.09,22.49,44.48,52.1,91.4
01/01/2024,2024-01-01,83.8,6.1,73.3,123.58,66.97,16.32,54.19,52.8,125.2
02/01/2024,2024-01-02,50.7,6.9,135.26,153.88,48.44,29.4,31.71,43.0,63.2
03/01/2024,2024-01-03,90.8,10.8,118.57,165.53,58.37,11.09,35.26,56.4,147.8
04/01/2024,2024-01-04,91.2,14.9,163.56,165.7,5.87,3.45,11.26,58.9,111.9
05/01/2024,2024-01-05,58.4,8.4,143.44,167.22,33.22,9.09,23.83,43.6,76.0
06/01/2024,2024-01-06,85.4,8.2,95.69,150.18,69.0,14.14,45.94,68.4,104.2
07/01/2024,2024-01-07,112.3,9.9,88.36,144.33,67.42,11.07,46.73,81.6,166.2
08/01/2024,2024-01-08,175.6,26.2,149.28,182.63,42.3,8.7,25.97,119.4,229.8
09/01/2024,2024-01-09,231.1,44.5,192.63,184.63,4.65,12.52,6.16,203.1,267.2
10/01/2024,2024-01-10,210.6,45.0,213.68,179.19,-28.52,5.85,0.08,184.3,261.0
11/01/2024,2024-01-11,163.1,29.1,178.69,176.8,2.79,4.45,8.01,108.3,195.5
12/01/2024,2024-01-12,111.3,25.0,224.75,180.31,-38.48,5.71,0.0,77.6,134.5
